Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
1998,Brett Tomko,Reds,6.92,2.73,2.53,0.94,18.30%,7.20%,11.10%,0.243,1.24,0.278,66.30%,103,90,,4.44,3.97,0.47,,,1056
1998,Jamie Moyer,Mariners,6.07,1.61,3.76,0.88,16.20%,4.30%,11.90%,0.254,1.18,0.285,73.70%,76,81,,3.53,3.73,-0.2,,,1091
1998,Livan Hernandez,Marlins,6.22,3.99,1.56,1.42,15.60%,10.00%,5.60%,0.285,1.57,0.312,74.90%,116,124,,4.72,5.22,-0.49,,,1116
1998,Kirk Rueter,Giants,4.89,2.73,1.79,1.29,12.70%,7.10%,5.60%,0.26,1.33,0.271,71.60%,108,117,,4.36,4.95,-0.58,,,1128
1998,Jason Schmidt,Pirates,6.63,2.98,2.23,1.01,17.30%,7.80%,9.50%,0.271,1.4,0.31,73.10%,95,97,,4.07,4.17,-0.1,,,1131
1998,Andy Benes,Diamondbacks,6.38,2.88,2.22,0.97,16.80%,7.60%,9.20%,0.246,1.28,0.276,71.40%,92,96,,3.97,4.16,-0.2,,,1144
1998,Darryl Kile,Rockies,6.17,3.75,1.65,1.09,15.50%,9.40%,6.10%,0.28,1.53,0.313,68.30%,99,98,,5.2,4.69,0.51,,,1163
1998,Woody Williams,Blue Jays,6.48,3.48,1.86,1.55,16.90%,9.10%,7.80%,0.242,1.32,0.256,73.10%,95,112,,4.46,5.12,-0.65,,,1190
1998,Dave Burba,Indians,5.83,3.05,1.91,1.33,15.20%,7.90%,7.20%,0.264,1.37,0.285,76.20%,86,106,,4.11,4.88,-0.77,,,1239
1998,Hideki Irabu,Yankees,6.55,3.95,1.66,1.4,17.20%,10.40%,6.80%,0.229,1.29,0.245,78.90%,89,114,,4.06,5.19,-1.13,,,1255
1998,Chan Ho Park,Dodgers,7.79,3.96,1.97,0.65,20.20%,10.30%,9.90%,0.237,1.34,0.29,72.40%,94,90,,3.71,3.82,-0.11,,,1267
1998,Kenny Rogers,Athletics,5.2,2.53,2.06,0.72,14.20%,6.90%,7.30%,0.24,1.18,0.265,73.60%,69,87,,3.17,3.95,-0.78,,,1277
1998,Ismael Valdez,Dodgers,6.31,3.41,1.85,0.88,16.40%,8.90%,7.50%,0.253,1.36,0.286,73.00%,101,99,,3.98,4.18,-0.2,,,1283
1998,Steve Woodard,Brewers,7.33,1.79,4.09,1.03,19.50%,4.80%,14.70%,0.262,1.23,0.304,69.60%,99,87,,4.18,3.76,0.42,,,1285
1998,Chris Carpenter,Blue Jays,6.99,3.14,2.23,0.93,18.30%,8.20%,10.10%,0.262,1.36,0.305,67.00%,93,89,,4.37,4.05,0.32,,,1292
1998,Esteban Loaiza,- - -,5.68,2.74,2.08,1.47,14.40%,6.90%,7.50%,0.287,1.47,0.306,68.70%,113,112,,5.16,5,0.15,,,1310
1998,Jesus Sanchez,Marlins,7.13,4.73,1.51,0.94,17.90%,11.90%,6.00%,0.266,1.55,0.311,70.60%,110,108,,4.47,4.56,-0.08,,,1476
1998,David Cone,Yankees,9.06,2.56,3.54,0.87,24.10%,6.80%,17.30%,0.235,1.18,0.295,73.70%,78,76,,3.55,3.45,0.11,,,1680
1998,Justin Thompson,Tigers,6.04,3.2,1.89,0.81,15.80%,8.40%,7.40%,0.262,1.38,0.297,69.30%,86,86,,4.05,4.06,-0.01,,,8217
1998,Tim Belcher,Royals,5,2.81,1.78,1.42,13.00%,7.30%,5.70%,0.268,1.37,0.278,72.70%,90,109,,4.27,5.11,-0.84,,,1000789
1998,Sean Bergman,Astros,5.23,2.2,2.38,1.05,13.60%,5.70%,7.90%,0.267,1.31,0.288,73.80%,93,106,,3.72,4.31,-0.59,,,1000881
1998,Willie Blair,- - -,4.72,3.13,1.51,1.59,12.30%,8.10%,4.10%,0.274,1.42,0.279,72.50%,116,128,,4.98,5.5,-0.52,,,1001033
1998,Tom Candiotti,Athletics,4.39,2.82,1.56,1.34,11.20%,7.20%,4.00%,0.275,1.42,0.283,67.50%,105,114,,4.84,5.18,-0.34,,,1001911
1998,Mark Clark,Cubs,6.78,2.02,3.35,0.97,17.50%,5.20%,12.30%,0.273,1.33,0.312,67.20%,114,86,,4.84,3.76,1.08,,,1002296
1998,Francisco Cordova,Pirates,6.41,2.82,2.28,0.9,17.10%,7.50%,9.60%,0.24,1.24,0.272,75.50%,78,93,,3.31,3.99,-0.68,,,1002623
1998,Mark Gardner,Giants,6.41,2.76,2.32,1.23,17.00%,7.30%,9.70%,0.249,1.26,0.274,72.00%,107,106,,4.33,4.5,-0.17,,,1004529
1998,Juan Guzman,- - -,7.17,4.18,1.71,0.98,18.30%,10.70%,7.60%,0.238,1.38,0.274,68.20%,94,98,,4.35,4.47,-0.12,,,1005162
1998,Pete Harnisch,Reds,6.76,2.76,2.45,1.03,18.40%,7.50%,10.90%,0.224,1.15,0.252,78.60%,73,94,,3.14,4.13,-0.99,,,1005374
1998,Orel Hershiser,Giants,5.61,3.79,1.48,0.98,14.20%,9.60%,4.60%,0.253,1.41,0.278,72.20%,109,112,,4.41,4.76,-0.35,,,1005741
1998,Jeff Juden,- - -,7.47,4.24,1.76,1.36,18.50%,10.50%,8.00%,0.258,1.49,0.292,64.50%,134,116,,5.8,5.06,0.74,,,1006643
1998,Scott Karl,Brewers,4.77,3.09,1.55,0.98,12.10%,7.80%,4.30%,0.283,1.48,0.305,71.30%,104,107,,4.4,4.59,-0.19,,,1006703
1998,Jaime Navarro,White Sox,3.7,4.01,0.92,1.56,8.90%,9.60%,-0.80%,0.311,1.74,0.313,64.90%,139,132,,6.36,6.03,0.32,,,1009465
1998,Omar Olivares,Angels,5.51,4.48,1.23,0.93,13.90%,11.30%,2.60%,0.267,1.53,0.294,74.70%,87,104,,4.03,4.84,-0.81,,,1009771
1998,Mike Oquist,Athletics,5.76,2.93,1.96,1.39,14.40%,7.30%,7.10%,0.294,1.53,0.318,62.80%,136,108,,6.22,4.93,1.3,,,1009828
1998,Carlos Perez,- - -,4.78,2.35,2.03,0.78,12.70%,6.20%,6.40%,0.259,1.27,0.281,71.60%,86,94,,3.59,4.03,-0.45,,,1010179
1998,Mark Portugal,Phillies,5.63,1.73,3.25,1.41,14.80%,4.60%,10.20%,0.278,1.31,0.297,72.20%,104,107,,4.44,4.57,-0.13,,,1010460
1998,Pat Rapp,Royals,6.31,5.11,1.23,1.15,15.40%,12.50%,2.90%,0.282,1.67,0.316,71.40%,111,112,,5.3,5.26,0.05,,,1010700
1998,Jose Rosado,Royals,6.96,2.94,2.37,1.29,17.80%,7.50%,10.30%,0.259,1.36,0.29,65.70%,99,97,,4.69,4.52,0.17,,,1011192
1998,Bret Saberhagen,Red Sox,5.14,1.49,3.45,1.13,13.80%,4.00%,9.80%,0.262,1.2,0.28,72.40%,83,95,,3.96,4.23,-0.27,,,1011355
1998,Tony Saunders,Devil Rays,8.05,5.19,1.55,0.7,20.10%,13.00%,7.10%,0.259,1.57,0.32,74.30%,88,92,,4.12,4.21,-0.09,,,1011463
1998,Mike Sirotka,White Sox,5.44,2,2.72,1.28,14.10%,5.20%,8.90%,0.296,1.43,0.32,63.70%,111,98,,5.06,4.47,0.59,,,1012015
1998,Kevin Tapani,Cubs,5.59,2.55,2.19,1.23,14.40%,6.60%,7.80%,0.278,1.4,0.301,71.00%,114,106,,4.85,4.6,0.25,,,1012824
1999,Kevin Appier,- - -,5.64,3.62,1.56,1.16,14.20%,9.10%,5.10%,0.275,1.5,0.3,67.10%,104,100,,5.17,4.87,0.3,,,3
1999,Aaron Sele,Rangers,8.17,3.07,2.66,0.92,20.20%,7.60%,12.60%,0.291,1.53,0.353,71.10%,95,79,,4.79,3.85,0.93,,,34
1999,Rick Helling,Rangers,5.38,3.49,1.54,1.68,13.90%,9.00%,4.90%,0.268,1.43,0.275,73.40%,96,114,,4.84,5.61,-0.77,,,58
1999,Randy Johnson,Diamondbacks,12.06,2.32,5.2,0.99,33.70%,6.50%,27.30%,0.207,1.02,0.292,82.00%,53,59,,2.48,2.76,-0.28,,,60
1999,Armando Reynoso,Diamondbacks,4.26,3.61,1.18,1.08,10.80%,9.20%,1.60%,0.271,1.47,0.283,72.20%,93,109,,4.37,5.06,-0.69,,,72
1999,Curt Schilling,Phillies,7.59,2.2,3.45,1.25,20.70%,6.00%,14.70%,0.232,1.13,0.263,77.50%,77,89,,3.54,4.07,-0.52,,,73
1999,Tom Glavine,Braves,5.31,3.19,1.66,0.69,13.50%,8.10%,5.40%,0.277,1.46,0.309,72.00%,91,89,,4.12,4.07,0.05,,,90
1999,Greg Maddux,Braves,5.58,1.52,3.68,0.66,14.50%,3.90%,10.50%,0.287,1.34,0.324,70.90%,79,74,,3.57,3.4,0.17,,,104
1999,Kevin Millwood,Braves,8.09,2.33,3.47,0.95,22.60%,6.50%,16.10%,0.199,1,0.235,76.50%,59,77,,2.68,3.53,-0.85,,,106
1999,John Smoltz,Braves,7.53,1.93,3.9,0.68,20.90%,5.40%,15.60%,0.239,1.12,0.289,73.80%,71,68,,3.19,3.14,0.04,,,115
1999,Scott Erickson,Orioles,4.14,3.87,1.07,1.05,10.70%,10.00%,0.70%,0.276,1.49,0.289,71.80%,102,108,,4.81,5.17,-0.36,,,137
1999,Pat Hentgen,Blue Jays,5.34,2.94,1.82,1.45,13.60%,7.50%,6.10%,0.281,1.46,0.296,71.70%,97,106,,4.79,5.06,-0.27,,,145
1999,Sidney Ponson,Orioles,4.8,3.43,1.4,1.5,12.50%,8.90%,3.60%,0.278,1.46,0.287,73.40%,100,112,,4.71,5.39,-0.68,,,161
1999,Dustin Hermanson,Expos,6.03,2.87,2.1,0.83,15.60%,7.40%,8.20%,0.264,1.36,0.298,70.00%,92,88,,4.2,4.05,0.15,,,195
1999,Pedro Martinez,Red Sox,13.2,1.56,8.46,0.38,37.50%,4.40%,33.10%,0.203,0.92,0.323,77.60%,42,31,,2.07,1.39,0.67,,,200
1999,Darren Oliver,Cardinals,5.46,3.39,1.61,0.73,14.10%,8.80%,5.30%,0.26,1.38,0.291,71.70%,94,91,,4.26,4.28,-0.02,,,206
1999,Jim Parque,White Sox,5.75,4.09,1.41,1.19,13.80%,9.80%,4.00%,0.294,1.66,0.322,70.50%,105,105,,5.13,5.11,0.02,,,250
1999,Todd Ritchie,Pirates,5.58,2.81,1.98,0.89,14.90%,7.50%,7.40%,0.257,1.29,0.285,72.80%,76,91,,3.49,4.18,-0.69,,,253
1999,Matt Clement,Padres,6.73,4.28,1.57,0.9,16.80%,10.70%,6.10%,0.268,1.53,0.31,68.90%,106,101,,4.48,4.51,-0.03,,,271
1999,Jon Lieber,Cubs,8.23,2.04,4.04,1.24,21.30%,5.30%,16.00%,0.273,1.34,0.322,71.00%,89,81,,4.07,3.79,0.28,,,287
1999,Bartolo Colon,Indians,7.07,3.34,2.12,1.05,18.80%,8.90%,9.90%,0.239,1.27,0.273,73.00%,80,88,,3.95,4.3,-0.35,,,375
1999,Chuck Finley,Angels,8.44,3.97,2.13,0.97,21.90%,10.30%,11.60%,0.243,1.36,0.296,68.20%,90,84,,4.43,4.09,0.33,,,384
1999,Charles Nagy,Indians,5.61,2.63,2.14,1.16,14.20%,6.70%,7.60%,0.29,1.47,0.316,68.60%,100,93,,4.95,4.52,0.42,,,397
1999,Mike Hampton,Astros,6.67,3.8,1.75,0.45,18.10%,10.30%,7.80%,0.236,1.28,0.284,76.60%,67,83,,2.9,3.64,-0.74,,,430
1999,Jose Jimenez,Cardinals,6.24,3.92,1.59,0.88,15.50%,9.80%,5.80%,0.268,1.5,0.304,60.60%,129,96,,5.85,4.53,1.32,,,435
1999,Jose Lima,Astros,6.83,1.61,4.25,1.1,18.30%,4.30%,14.00%,0.262,1.22,0.297,74.60%,83,86,,3.58,3.76,-0.18,,,475
1999,Brian Moehler,Tigers,4.86,2.7,1.8,1.01,12.30%,6.90%,5.50%,0.289,1.47,0.311,67.80%,103,91,,5.04,4.52,0.52,,,480
1999,Jeff Weaver,Tigers,6.27,3.08,2.04,1.48,15.90%,7.80%,8.10%,0.273,1.42,0.296,68.70%,113,105,,5.55,5.22,0.33,,,503
1999,Dave Mlicki,- - -,5.43,3.26,1.67,1.13,13.60%,8.20%,5.40%,0.274,1.46,0.297,71.30%,94,97,,4.61,4.83,-0.21,,,569
1999,Shane Reynolds,Astros,7.65,1.44,5.32,0.89,20.50%,3.80%,16.60%,0.27,1.24,0.322,70.40%,89,73,,3.85,3.22,0.63,,,574
1999,Paul Byrd,Phillies,4.78,3.16,1.51,1.53,12.20%,8.00%,4.10%,0.261,1.38,0.265,70.80%,99,122,,4.6,5.59,-1,,,594
1999,Jeff Suppan,Royals,4.44,2.67,1.66,1.21,11.60%,7.00%,4.60%,0.27,1.36,0.281,70.20%,89,98,,4.53,4.83,-0.3,,,633
1999,Andy Ashby,Padres,5.77,2.36,2.44,1.14,15.30%,6.30%,9.10%,0.255,1.25,0.277,74.40%,90,98,,3.8,4.38,-0.58,,,637
1999,Kevin Brown,Dodgers,7.89,2.11,3.75,0.68,21.70%,5.80%,15.90%,0.221,1.07,0.268,71.00%,70,68,,3,3.15,-0.15,,,642
1999,Omar Daal,Diamondbacks,6.2,3.31,1.87,0.88,16.50%,8.80%,7.70%,0.232,1.24,0.261,74.40%,78,91,,3.65,4.23,-0.58,,,646
1999,Darren Dreifort,Dodgers,7.05,3.83,1.84,1.01,18.10%,9.80%,8.30%,0.257,1.42,0.296,66.80%,112,96,,4.79,4.42,0.37,,,647
1999,Terry Mulholland,- - -,4.39,2.38,1.84,1.11,11.30%,6.10%,5.20%,0.291,1.44,0.307,69.90%,97,99,,4.39,4.57,-0.19,,,665
1999,Hideo Nomo,Brewers,8.22,3.98,2.06,1.38,21.00%,10.20%,10.80%,0.252,1.42,0.293,73.10%,100,101,,4.54,4.68,-0.13,,,666
1999,Dennis Springer,Marlins,3.8,2.93,1.3,1.05,9.70%,7.50%,2.20%,0.295,1.5,0.307,67.10%,111,108,,4.86,4.9,-0.04,,,672
1999,LaTroy Hawkins,Twins,5.32,3.1,1.72,1.5,12.80%,7.50%,5.40%,0.321,1.71,0.343,63.10%,133,109,,6.66,5.16,1.5,,,729
1999,Joe Mays,Twins,6.05,3.53,1.72,1.26,15.40%,9.00%,6.40%,0.264,1.44,0.288,72.80%,87,102,,4.37,4.82,-0.46,,,740
1999,Eric Milton,Twins,7.11,2.75,2.59,1.22,19.00%,7.30%,11.70%,0.24,1.23,0.27,66.90%,90,91,,4.49,4.28,0.22,,,743
1999,Brad Radke,Twins,4.98,1.81,2.75,1.15,13.30%,4.80%,8.50%,0.276,1.29,0.295,76.40%,75,91,,3.75,4.31,-0.56,,,748
1999,Masato Yoshii,Mets,5.43,3,1.81,1.29,14.50%,8.00%,6.50%,0.255,1.3,0.27,74.10%,100,109,,4.4,4.9,-0.5,,,807
1999,Roger Clemens,Yankees,7.82,4.32,1.81,0.96,19.80%,11.00%,8.90%,0.256,1.47,0.306,71.50%,97,91,,4.6,4.36,0.24,,,815
1999,Orlando Hernandez,Yankees,6.59,3.65,1.8,1.01,17.30%,9.60%,7.70%,0.229,1.28,0.257,70.10%,87,93,,4.12,4.45,-0.34,,,823
1999,Sterling Hitchcock,Padres,8.49,3.33,2.55,1.27,21.80%,8.50%,13.20%,0.249,1.35,0.294,75.90%,97,96,,4.11,4.26,-0.15,,,824
1999,Mike Mussina,Orioles,7.61,2.3,3.31,0.71,20.40%,6.20%,14.30%,0.262,1.27,0.318,72.40%,74,68,,3.5,3.25,0.25,,,837
1999,Andy Pettitte,Yankees,5.68,4.18,1.36,0.94,14.20%,10.50%,3.80%,0.285,1.59,0.317,72.50%,99,98,,4.7,4.67,0.03,,,840
1999,David Wells,Blue Jays,6.57,2.41,2.73,1.24,17.10%,6.30%,10.80%,0.268,1.33,0.298,67.60%,97,91,,4.82,4.35,0.47,,,855
1999,Pedro Astacio,Rockies,8.15,2.91,2.8,1.47,20.80%,7.40%,13.40%,0.28,1.44,0.326,70.20%,91,90,,5.04,4.56,0.48,,,862
1999,Shawn Estes,Giants,7.05,4.97,1.42,0.93,17.40%,12.30%,5.10%,0.262,1.58,0.305,69.10%,113,102,,4.92,4.64,0.28,,,873
1999,Al Leiter,Mets,6.85,3.93,1.74,0.8,17.60%,10.10%,7.50%,0.255,1.42,0.297,71.70%,96,94,,4.23,4.21,0.02,,,883
1999,Steve Trachsel,Cubs,6.52,2.8,2.33,1.4,16.70%,7.20%,9.50%,0.273,1.41,0.3,64.50%,122,101,,5.56,4.68,0.87,,,898
1999,Kris Benson,Pirates,6.36,3.8,1.67,0.73,16.60%,9.90%,6.70%,0.245,1.36,0.282,67.00%,89,90,,4.07,4.14,-0.06,,,982
1999,Brian Meadows,Marlins,3.63,2.88,1.26,1.56,9.10%,7.20%,1.90%,0.292,1.52,0.29,68.40%,127,124,,5.6,5.63,-0.03,,,998
1999,Brett Tomko,Reds,6.91,3.14,2.2,1.62,17.70%,8.10%,9.70%,0.257,1.37,0.279,69.50%,106,108,,4.92,5.06,-0.14,,,1056
1999,James Baldwin,White Sox,5.55,3.66,1.52,1.54,13.90%,9.10%,4.70%,0.274,1.51,0.289,72.50%,105,112,,5.1,5.44,-0.34,,,1064
1999,Freddy Garcia,Mariners,7.6,4.02,1.89,0.8,19.10%,10.10%,9.00%,0.26,1.47,0.312,74.70%,87,87,,4.07,4.1,-0.03,,,1077
1999,John Halama,Mariners,5.28,2.82,1.88,1.01,13.80%,7.30%,6.40%,0.276,1.39,0.301,73.70%,90,95,,4.22,4.47,-0.25,,,1080
1999,Jamie Moyer,Mariners,5.41,1.89,2.85,0.91,14.50%,5.10%,9.40%,0.265,1.24,0.291,70.80%,83,85,,3.87,3.99,-0.13,,,1091
1999,Livan Hernandez,- - -,6.49,3.43,1.89,1.04,16.30%,8.60%,7.70%,0.281,1.52,0.318,71.50%,106,96,,4.64,4.36,0.28,,,1116
1999,Russ Ortiz,Giants,7.11,5.42,1.31,1.04,17.80%,13.60%,4.20%,0.239,1.51,0.274,73.70%,87,109,,3.81,4.95,-1.14,,,1124
1999,Kirk Rueter,Giants,4.58,2.68,1.71,1.36,11.70%,6.80%,4.90%,0.293,1.48,0.306,66.70%,124,110,,5.41,5.01,0.4,,,1128
1999,Jason Schmidt,Pirates,6.26,3.6,1.74,1.02,15.80%,9.10%,6.70%,0.258,1.43,0.288,72.10%,91,97,,4.19,4.45,-0.26,,,1131
1999,Andy Benes,Diamondbacks,6.4,3.72,1.72,1.54,15.90%,9.30%,6.70%,0.27,1.5,0.291,72.70%,103,113,,4.81,5.24,-0.43,,,1144
1999,Darryl Kile,Rockies,5.48,5.15,1.06,1.56,13.10%,12.30%,0.80%,0.291,1.75,0.308,64.70%,119,118,,6.61,5.98,0.63,,,1163
1999,Woody Williams,Padres,5.92,3.15,1.88,1.43,15.50%,8.20%,7.20%,0.262,1.37,0.28,75.30%,104,111,,4.41,4.96,-0.55,,,1190
1999,Dave Burba,Indians,7.12,3.93,1.81,1.23,18.50%,10.20%,8.30%,0.252,1.4,0.286,74.00%,86,97,,4.25,4.74,-0.49,,,1239
1999,Hideki Irabu,Yankees,7.07,2.44,2.89,1.38,18.10%,6.30%,11.90%,0.264,1.33,0.295,68.50%,102,94,,4.84,4.48,0.36,,,1255
1999,Chan Ho Park,Dodgers,8.06,4.63,1.74,1.44,19.70%,11.30%,8.40%,0.27,1.58,0.314,72.50%,123,113,,5.23,5.18,0.06,,,1267
1999,Kenny Rogers,- - -,5.81,3.18,1.83,0.74,14.90%,8.20%,6.80%,0.27,1.41,0.306,70.40%,91,89,,4.19,4.17,0.02,,,1277
1999,Ismael Valdez,Dodgers,6.33,2.57,2.47,1.42,16.40%,6.70%,9.80%,0.264,1.33,0.286,77.50%,93,103,,3.98,4.72,-0.73,,,1283
1999,Steve Woodard,Brewers,5.79,1.75,3.31,1.12,14.90%,4.50%,10.40%,0.289,1.38,0.318,69.90%,99,89,,4.52,4.14,0.38,,,1285
1999,Kelvim Escobar,Blue Jays,6.67,4.19,1.59,0.98,16.20%,10.20%,6.00%,0.288,1.63,0.331,65.80%,115,97,,5.69,4.64,1.05,,,1298
1999,David Cone,Yankees,8.24,4.19,1.97,0.98,21.40%,10.90%,10.50%,0.226,1.31,0.271,76.80%,73,90,,3.44,4.28,-0.84,,,1680
1999,Brian Bohanon,Rockies,5.47,4.2,1.3,1.37,13.30%,10.20%,3.10%,0.296,1.66,0.318,65.30%,112,109,,6.2,5.51,0.7,,,1001126
1999,Kent Bottenfield,Cardinals,5.86,4.21,1.39,0.99,14.70%,10.60%,4.20%,0.263,1.5,0.291,76.50%,87,101,,3.97,4.75,-0.77,,,1001226
1999,Juan Guzman,- - -,6.98,3.87,1.8,1.26,17.90%,10.00%,8.00%,0.251,1.4,0.281,76.80%,80,100,,3.74,4.75,-1.02,,,1005162
1999,Pete Harnisch,Reds,5.45,2.59,2.11,1.13,14.40%,6.80%,7.60%,0.246,1.25,0.264,76.50%,79,96,,3.68,4.5,-0.82,,,1005374
1999,Gil Heredia,Athletics,5.26,1.53,3.44,0.99,13.70%,4.00%,9.70%,0.281,1.31,0.307,63.10%,101,84,,4.81,4.02,0.78,,,1005686
1999,Orel Hershiser,Mets,4.47,3.87,1.16,0.7,11.50%,9.90%,1.60%,0.254,1.41,0.275,70.30%,104,103,,4.58,4.63,-0.06,,,1005741
1999,Chris Holt,Astros,6.31,3.13,2.02,0.66,16.00%,7.90%,8.10%,0.295,1.52,0.343,68.80%,108,89,,4.66,3.87,0.79,,,1005983
1999,Scott Karl,Brewers,3.37,3.14,1.07,0.96,8.40%,7.80%,0.60%,0.304,1.59,0.316,68.80%,105,107,,4.78,4.93,-0.15,,,1006703
1999,Chad Ogea,Phillies,4.13,3.27,1.26,1.93,10.30%,8.20%,2.10%,0.282,1.51,0.275,71.20%,122,135,,5.63,6.16,-0.54,,,1009744
1999,Omar Olivares,- - -,3.72,3.54,1.05,0.83,9.60%,9.20%,0.50%,0.273,1.45,0.287,72.00%,85,99,,4.16,4.82,-0.66,,,1009771
1999,Jose Rosado,Royals,6.1,3.12,1.96,1.04,16.00%,8.20%,7.80%,0.245,1.29,0.27,71.10%,76,89,,3.85,4.39,-0.54,,,1011192
1999,Mike Sirotka,White Sox,5.38,2.45,2.19,1.03,13.80%,6.30%,7.50%,0.278,1.4,0.303,71.70%,82,89,,4,4.29,-0.29,,,1012015
1999,Bobby Witt,Devil Rays,6.14,4.79,1.28,1.15,15.10%,11.80%,3.30%,0.297,1.71,0.333,65.10%,119,105,,5.84,5.07,0.76,,,1014170
2000,Kevin Appier,Athletics,5.94,4.7,1.26,1.06,14.60%,11.50%,3.10%,0.259,1.55,0.285,72.50%,94,105,,4.52,5.05,-0.53,,,3
2000,Scott Schoeneweis,Angels,4.13,3.55,1.16,1.11,10.50%,9.00%,1.50%,0.274,1.47,0.284,63.60%,111,105,,5.45,5.11,0.34,,,33
2000,Aaron Sele,Mariners,5.83,3.15,1.85,0.72,15.10%,8.20%,6.90%,0.267,1.39,0.302,68.80%,95,85,,4.51,4,0.5,,,34
2000,Brian Anderson,Diamondbacks,4.39,1.65,2.67,1.6,11.90%,4.50%,7.40%,0.271,1.24,0.272,77.80%,85,107,,4.05,5.07,-1.02,,,44
2000,Rick Helling,Rangers,6.06,4.11,1.47,1.2,15.20%,10.30%,4.90%,0.248,1.43,0.269,70.90%,87,101,,4.48,5.02,-0.54,,,58
2000,Randy Johnson,Diamondbacks,12.56,2.75,4.57,0.83,34.70%,7.60%,27.10%,0.22,1.12,0.326,77.40%,56,53,,2.64,2.53,0.11,,,60
2000,Armando Reynoso,Diamondbacks,4.69,2.74,1.71,1.16,12.20%,7.10%,5.10%,0.266,1.35,0.28,65.50%,111,101,,5.27,4.79,0.49,,,72
2000,Curt Schilling,- - -,7.19,1.93,3.73,1.16,19.50%,5.20%,14.30%,0.25,1.18,0.285,75.40%,81,82,,3.81,3.86,-0.05,,,73
2000,Tom Glavine,Braves,5.68,2.43,2.34,0.9,15.30%,6.60%,8.80%,0.241,1.19,0.265,73.80%,74,86,,3.4,4.03,-0.63,,,90
2000,Albie Lopez,Devil Rays,4.66,3.4,1.37,1.17,12.00%,8.80%,3.30%,0.274,1.45,0.288,74.00%,83,102,,4.13,4.93,-0.8,,,102
2000,Greg Maddux,Braves,6.86,1.52,4.52,0.69,18.80%,4.20%,14.60%,0.234,1.07,0.274,74.30%,65,69,,3,3.23,-0.23,,,104
2000,Kevin Millwood,Braves,7.11,2.62,2.71,1.1,18.60%,6.90%,11.70%,0.254,1.29,0.29,67.50%,101,87,,4.66,4.06,0.59,,,106
2000,Pat Hentgen,Cardinals,5.46,4.12,1.33,1.11,14.00%,10.50%,3.40%,0.268,1.5,0.291,71.80%,103,103,,4.72,4.95,-0.22,,,145
2000,Sidney Ponson,Orioles,6.16,3.36,1.83,1.22,16.00%,8.70%,7.20%,0.257,1.38,0.281,68.70%,102,96,,4.82,4.66,0.17,,,161
2000,Rolando Arrojo,- - -,6.46,3.54,1.82,1.25,16.10%,8.80%,7.30%,0.272,1.48,0.302,64.50%,104,100,,5.63,4.96,0.67,,,174
2000,Dustin Hermanson,Expos,4.27,3.41,1.25,1.18,10.70%,8.60%,2.20%,0.284,1.52,0.295,65.90%,103,108,,4.77,5.09,-0.32,,,195
2000,Pedro Martinez,Red Sox,11.78,1.33,8.88,0.71,34.80%,3.90%,30.80%,0.166,0.74,0.236,86.60%,35,48,,1.74,2.17,-0.43,,,200
2000,Jim Parque,White Sox,5.34,3.42,1.56,1.01,13.40%,8.60%,4.80%,0.279,1.49,0.305,71.00%,86,95,,4.28,4.72,-0.44,,,250
2000,Todd Ritchie,Pirates,5.97,2.45,2.43,1.25,15.40%,6.30%,9.10%,0.277,1.39,0.303,66.90%,103,96,,4.81,4.48,0.33,,,253
2000,Jason Bere,- - -,7.55,4.73,1.6,1.33,18.50%,11.60%,6.90%,0.267,1.59,0.306,69.90%,114,106,,5.47,5.04,0.43,,,266
2000,Matt Clement,Padres,7.46,5.49,1.36,0.97,18.10%,13.30%,4.80%,0.243,1.56,0.283,67.10%,120,109,,5.14,4.93,0.2,,,271
2000,Jon Lieber,Cubs,6.88,1.94,3.56,1.29,18.30%,5.20%,13.20%,0.252,1.2,0.281,69.60%,97,90,,4.41,4.23,0.18,,,287
2000,Jimmy Haynes,Brewers,3.97,4.52,0.88,0.95,9.80%,11.20%,-1.30%,0.289,1.65,0.304,67.70%,115,111,,5.33,5.23,0.1,,,329
2000,Bartolo Colon,Indians,10.15,4.69,2.16,1.01,26.30%,12.10%,14.10%,0.231,1.39,0.301,76.00%,77,81,,3.88,3.96,-0.08,,,375
2000,Chuck Finley,Indians,7.8,4.17,1.87,0.95,20.20%,10.80%,9.40%,0.253,1.43,0.303,73.10%,83,85,,4.17,4.19,-0.02,,,384
2000,Scott Elarton,Astros,6.12,3.92,1.56,1.35,15.30%,9.80%,5.50%,0.259,1.46,0.279,69.10%,100,108,,4.81,5.13,-0.32,,,426
2000,Mike Hampton,Mets,6.24,4.09,1.53,0.41,16.30%,10.70%,5.60%,0.236,1.35,0.278,73.90%,71,83,,3.14,3.82,-0.68,,,430
2000,Denny Neagle,- - -,6.29,3.49,1.8,1.33,16.10%,8.90%,7.20%,0.256,1.39,0.278,74.00%,94,101,,4.52,4.9,-0.38,,,441
2000,Jose Lima,Astros,5.68,3.12,1.82,2.2,13.90%,7.60%,6.30%,0.304,1.62,0.311,66.60%,138,129,,6.65,6.12,0.53,,,475
